,MOS,Dist,Ref
562,4.6176,I09_05_3.bmp,I09.BMP
563,3.7647,I09_05_4.bmp,I09.BMP
564,4.9412,I09_06_1.bmp,I09.BMP
565,4.6765,I09_06_2.bmp,I09.BMP
566,4.1176,I09_06_3.bmp,I09.BMP
567,3.7353,I09_06_4.bmp,I09.BMP
568,4.9394,I09_07_1.bmp,I09.BMP
569,4.5294,I09_07_2.bmp,I09.BMP
570,4.0,I09_07_3.bmp,I09.BMP
571,3.0313,I09_07_4.bmp,I09.BMP
572,5.5455,I09_08_1.bmp,I09.BMP
573,4.6364,I09_08_2.bmp,I09.BMP
574,3.6061,I09_08_3.bmp,I09.BMP
575,2.1471,I09_08_4.bmp,I09.BMP
576,6.3333,I09_09_1.bmp,I09.BMP
577,5.375,I09_09_2.bmp,I09.BMP
578,3.8235,I09_09_3.bmp,I09.BMP
579,2.3824,I09_09_4.bmp,I09.BMP
580,5.9375,I09_10_1.bmp,I09.BMP
581,5.1471,I09_10_2.bmp,I09.BMP
582,3.3235,I09_10_3.bmp,I09.BMP
583,2.0294,I09_10_4.bmp,I09.BMP
584,5.0882,I09_11_1.bmp,I09.BMP
585,3.7059,I09_11_2.bmp,I09.BMP
586,2.1818,I09_11_3.bmp,I09.BMP
587,0.0,I09_11_4.bmp,I09.BMP
588,6.4545,I09_12_1.bmp,I09.BMP
589,4.5588,I09_12_2.bmp,I09.BMP
590,2.6471,I09_12_3.bmp,I09.BMP
591,2.3333,I09_12_4.bmp,I09.BMP
592,4.0909,I09_13_1.bmp,I09.BMP
593,3.5938,I09_13_2.bmp,I09.BMP
594,3.0588,I09_13_3.bmp,I09.BMP
595,3.2059,I09_13_4.bmp,I09.BMP
596,6.2647,I09_14_1.bmp,I09.BMP
597,6.5,I09_14_2.bmp,I09.BMP
598,4.7059,I09_14_3.bmp,I09.BMP
599,3.4688,I09_14_4.bmp,I09.BMP
600,2.3529,I09_15_1.bmp,I09.BMP
601,3.2353,I09_15_2.bmp,I09.BMP
602,3.6176,I09_15_3.bmp,I09.BMP
603,4.6667,I09_15_4.bmp,I09.BMP
604,6.5882,I09_16_1.bmp,I09.BMP
605,6.0588,I09_16_2.bmp,I09.BMP
606,6.2647,I09_16_3.bmp,I09.BMP
607,5.4118,I09_16_4.bmp,I09.BMP
608,6.8788,I09_17_1.bmp,I09.BMP
609,5.3824,I09_17_2.bmp,I09.BMP
610,7.0294,I09_17_3.bmp,I09.BMP
611,4.0606,I09_17_4.bmp,I09.BMP
612,5.7,I10_01_1.bmp,I10.BMP
613,5.0968,I10_01_2.bmp,I10.BMP
614,4.8333,I10_01_3.bmp,I10.BMP
615,4.0645,I10_01_4.bmp,I10.BMP
616,6.3333,I10_02_1.bmp,I10.BMP
617,5.9667,I10_02_2.bmp,I10.BMP
618,5.3333,I10_02_3.bmp,I10.BMP
619,4.9333,I10_02_4.bmp,I10.BMP
620,4.5,I10_03_1.bmp,I10.BMP
621,4.1034,I10_03_2.bmp,I10.BMP
622,3.6452,I10_03_3.bmp,I10.BMP
623,3.129,I10_03_4.bmp,I10.BMP
624,5.7742,I10_04_1.bmp,I10.BMP
625,5.8065,I10_04_2.bmp,I10.BMP
626,5.1613,I10_04_3.bmp,I10.BMP
627,4.8966,I10_04_4.bmp,I10.BMP
628,6.2903,I10_05_1.bmp,I10.BMP
629,5.5806,I10_05_2.bmp,I10.BMP
630,4.7667,I10_05_3.bmp,I10.BMP
631,3.8,I10_05_4.bmp,I10.BMP
632,5.3,I10_06_1.bmp,I10.BMP
633,4.7742,I10_06_2.bmp,I10.BMP
634,4.4667,I10_06_3.bmp,I10.BMP
635,3.8333,I10_06_4.bmp,I10.BMP
636,4.6552,I10_07_1.bmp,I10.BMP
637,4.0,I10_07_2.bmp,I10.BMP
638,3.6207,I10_07_3.bmp,I10.BMP
639,3.2,I10_07_4.bmp,I10.BMP
640,5.3,I10_08_1.bmp,I10.BMP
641,4.4483,I10_08_2.bmp,I10.BMP
642,3.5161,I10_08_3.bmp,I10.BMP
643,2.5161,I10_08_4.bmp,I10.BMP
644,6.1935,I10_09_1.bmp,I10.BMP
645,5.0333,I10_09_2.bmp,I10.BMP
646,3.5484,I10_09_3.bmp,I10.BMP
647,2.1613,I10_09_4.bmp,I10.BMP
648,6.1034,I10_10_1.bmp,I10.BMP
649,5.2414,I10_10_2.bmp,I10.BMP
650,3.1613,I10_10_3.bmp,I10.BMP
651,2.1935,I10_10_4.bmp,I10.BMP
652,4.8065,I10_11_1.bmp,I10.BMP
653,3.3,I10_11_2.bmp,I10.BMP
654,1.6,I10_11_3.bmp,I10.BMP
655,0.069,I10_11_4.bmp,I10.BMP
656,5.7,I10_12_1.bmp,I10.BMP
657,5.0,I10_12_2.bmp,I10.BMP
658,4.1667,I10_12_3.bmp,I10.BMP
659,2.6333,I10_12_4.bmp,I10.BMP
660,4.2903,I10_13_1.bmp,I10.BMP
661,3.6129,I10_13_2.bmp,I10.BMP
662,2.9667,I10_13_3.bmp,I10.BMP
663,3.0333,I10_13_4.bmp,I10.BMP
664,6.1,I10_14_1.bmp,I10.BMP
665,5.4667,I10_14_2.bmp,I10.BMP
666,4.1724,I10_14_3.bmp,I10.BMP
667,3.9667,I10_14_4.bmp,I10.BMP
668,2.7241,I10_15_1.bmp,I10.BMP
669,3.2667,I10_15_2.bmp,I10.BMP
670,3.5484,I10_15_3.bmp,I10.BMP
671,3.9677,I10_15_4.bmp,I10.BMP
672,6.5161,I10_16_1.bmp,I10.BMP
673,6.1,I10_16_2.bmp,I10.BMP
674,5.871,I10_16_3.bmp,I10.BMP
675,5.3333,I10_16_4.bmp,I10.BMP
676,6.9032,I10_17_1.bmp,I10.BMP
677,5.2,I10_17_2.bmp,I10.BMP
678,6.4194,I10_17_3.bmp,I10.BMP
679,4.2414,I10_17_4.bmp,I10.BMP
680,6.0313,I11_01_1.bmp,I11.BMP
681,5.2727,I11_01_2.bmp,I11.BMP
682,4.5484,I11_01_3.bmp,I11.BMP
683,4.0303,I11_01_4.bmp,I11.BMP
684,6.1875,I11_02_1.bmp,I11.BMP
685,5.8438,I11_02_2.bmp,I11.BMP
686,5.3939,I11_02_3.bmp,I11.BMP
687,5.1563,I11_02_4.bmp,I11.BMP
688,4.7576,I11_03_1.bmp,I11.BMP
689,4.0625,I11_03_2.bmp,I11.BMP
690,3.3438,I11_03_3.bmp,I11.BMP
691,2.9394,I11_03_4.bmp,I11.BMP
692,6.4242,I11_04_1.bmp,I11.BMP
693,6.1212,I11_04_2.bmp,I11.BMP
694,5.5758,I11_04_3.bmp,I11.BMP
695,4.8788,I11_04_4.bmp,I11.BMP
696,6.2121,I11_05_1.bmp,I11.BMP
697,5.5484,I11_05_2.bmp,I11.BMP
698,4.6061,I11_05_3.bmp,I11.BMP
699,3.5455,I11_05_4.bmp,I11.BMP
700,4.75,I11_06_1.bmp,I11.BMP
701,4.3548,I11_06_2.bmp,I11.BMP
702,3.9697,I11_06_3.bmp,I11.BMP
703,3.3438,I11_06_4.bmp,I11.BMP
704,5.2581,I11_07_1.bmp,I11.BMP
705,4.75,I11_07_2.bmp,I11.BMP
706,3.7419,I11_07_3.bmp,I11.BMP
707,2.8182,I11_07_4.bmp,I11.BMP
708,4.75,I11_08_1.bmp,I11.BMP
709,4.2727,I11_08_2.bmp,I11.BMP
710,3.3636,I11_08_3.bmp,I11.BMP
711,2.2121,I11_08_4.bmp,I11.BMP
712,5.5758,I11_09_1.bmp,I11.BMP
713,4.697,I11_09_2.bmp,I11.BMP
714,3.3226,I11_09_3.bmp,I11.BMP
715,1.8485,I11_09_4.bmp,I11.BMP
716,6.2424,I11_10_1.bmp,I11.BMP
717,5.6563,I11_10_2.bmp,I11.BMP
718,3.6875,I11_10_3.bmp,I11.BMP
719,1.9063,I11_10_4.bmp,I11.BMP
720,5.5313,I11_11_1.bmp,I11.BMP
721,4.6563,I11_11_2.bmp,I11.BMP
722,2.7879,I11_11_3.bmp,I11.BMP
723,0.0938,I11_11_4.bmp,I11.BMP
724,5.8125,I11_12_1.bmp,I11.BMP
725,4.5625,I11_12_2.bmp,I11.BMP
726,3.9697,I11_12_3.bmp,I11.BMP
727,2.0909,I11_12_4.bmp,I11.BMP
728,4.3939,I11_13_1.bmp,I11.BMP
729,3.625,I11_13_2.bmp,I11.BMP
730,3.0,I11_13_3.bmp,I11.BMP
731,2.5484,I11_13_4.bmp,I11.BMP
732,6.3333,I11_14_1.bmp,I11.BMP
733,5.697,I11_14_2.bmp,I11.BMP
734,4.9,I11_14_3.bmp,I11.BMP
735,4.1212,I11_14_4.bmp,I11.BMP
736,2.8125,I11_15_1.bmp,I11.BMP
737,3.6875,I11_15_2.bmp,I11.BMP
738,4.2727,I11_15_3.bmp,I11.BMP
739,4.2258,I11_15_4.bmp,I11.BMP
740,6.1818,I11_16_1.bmp,I11.BMP
741,5.7879,I11_16_2.bmp,I11.BMP
742,5.1563,I11_16_3.bmp,I11.BMP
743,4.9394,I11_16_4.bmp,I11.BMP
744,6.8788,I11_17_1.bmp,I11.BMP
745,4.6667,I11_17_2.bmp,I11.BMP
746,7.1563,I11_17_3.bmp,I11.BMP
747,3.8485,I11_17_4.bmp,I11.BMP
748,5.8182,I12_01_1.bmp,I12.BMP
749,5.2353,I12_01_2.bmp,I12.BMP
750,4.6176,I12_01_3.bmp,I12.BMP
751,4.1176,I12_01_4.bmp,I12.BMP
752,6.1818,I12_02_1.bmp,I12.BMP
753,5.8788,I12_02_2.bmp,I12.BMP
754,5.3824,I12_02_3.bmp,I12.BMP
755,5.1563,I12_02_4.bmp,I12.BMP
756,4.5758,I12_03_1.bmp,I12.BMP
757,3.9412,I12_03_2.bmp,I12.BMP
758,3.4118,I12_03_3.bmp,I12.BMP
759,3.0,I12_03_4.bmp,I12.BMP
760,5.9091,I12_04_1.bmp,I12.BMP
761,5.5294,I12_04_2.bmp,I12.BMP
762,4.9394,I12_04_3.bmp,I12.BMP
763,4.0313,I12_04_4.bmp,I12.BMP
764,6.3333,I12_05_1.bmp,I12.BMP
765,5.3939,I12_05_2.bmp,I12.BMP
766,4.6471,I12_05_3.bmp,I12.BMP
767,3.8485,I12_05_4.bmp,I12.BMP
768,5.3235,I12_06_1.bmp,I12.BMP
769,5.0303,I12_06_2.bmp,I12.BMP
770,4.5758,I12_06_3.bmp,I12.BMP
771,3.9394,I12_06_4.bmp,I12.BMP
772,4.6667,I12_07_1.bmp,I12.BMP
773,3.9688,I12_07_2.bmp,I12.BMP
774,3.1471,I12_07_3.bmp,I12.BMP
775,3.2647,I12_07_4.bmp,I12.BMP
776,5.6364,I12_08_1.bmp,I12.BMP
777,4.6471,I12_08_2.bmp,I12.BMP
778,3.6176,I12_08_3.bmp,I12.BMP
779,2.6471,I12_08_4.bmp,I12.BMP
780,5.6364,I12_09_1.bmp,I12.BMP
781,4.9706,I12_09_2.bmp,I12.BMP
782,3.2121,I12_09_3.bmp,I12.BMP
783,2.2647,I12_09_4.bmp,I12.BMP
784,6.0606,I12_10_1.bmp,I12.BMP
785,5.2353,I12_10_2.bmp,I12.BMP
786,2.9697,I12_10_3.bmp,I12.BMP
787,1.8485,I12_10_4.bmp,I12.BMP
788,4.8125,I12_11_1.bmp,I12.BMP
789,2.7813,I12_11_2.bmp,I12.BMP
790,1.2727,I12_11_3.bmp,I12.BMP
791,0.0909,I12_11_4.bmp,I12.BMP
792,5.3824,I12_12_1.bmp,I12.BMP
793,3.5588,I12_12_2.bmp,I12.BMP
794,3.1471,I12_12_3.bmp,I12.BMP
795,3.2059,I12_12_4.bmp,I12.BMP
796,4.8788,I12_13_1.bmp,I12.BMP
797,3.6061,I12_13_2.bmp,I12.BMP
798,2.9091,I12_13_3.bmp,I12.BMP
799,4.4706,I12_13_4.bmp,I12.BMP
800,6.5294,I12_14_1.bmp,I12.BMP
801,4.5758,I12_14_2.bmp,I12.BMP
802,4.4242,I12_14_3.bmp,I12.BMP
803,3.6364,I12_14_4.bmp,I12.BMP
804,3.0625,I12_15_1.bmp,I12.BMP
805,3.7059,I12_15_2.bmp,I12.BMP
806,4.2353,I12_15_3.bmp,I12.BMP
807,4.4242,I12_15_4.bmp,I12.BMP
808,6.697,I12_16_1.bmp,I12.BMP
809,6.5758,I12_16_2.bmp,I12.BMP
810,6.4706,I12_16_3.bmp,I12.BMP
811,5.7941,I12_16_4.bmp,I12.BMP
812,6.9706,I12_17_1.bmp,I12.BMP
813,5.697,I12_17_2.bmp,I12.BMP
814,6.7941,I12_17_3.bmp,I12.BMP
815,4.4848,I12_17_4.bmp,I12.BMP
816,5.9394,I13_01_1.bmp,I13.BMP
817,5.5152,I13_01_2.bmp,I13.BMP
818,5.1515,I13_01_3.bmp,I13.BMP
819,4.2727,I13_01_4.bmp,I13.BMP
820,5.5758,I13_02_1.bmp,I13.BMP
821,6.0,I13_02_2.bmp,I13.BMP
822,5.7273,I13_02_3.bmp,I13.BMP
823,5.0625,I13_02_4.bmp,I13.BMP
824,5.1212,I13_03_1.bmp,I13.BMP
825,4.6061,I13_03_2.bmp,I13.BMP
826,3.8235,I13_03_3.bmp,I13.BMP
827,3.0909,I13_03_4.bmp,I13.BMP
828,5.9706,I13_04_1.bmp,I13.BMP
829,5.7576,I13_04_2.bmp,I13.BMP
830,5.4848,I13_04_3.bmp,I13.BMP
831,5.0938,I13_04_4.bmp,I13.BMP
832,5.7647,I13_05_1.bmp,I13.BMP
833,5.2941,I13_05_2.bmp,I13.BMP
834,4.6061,I13_05_3.bmp,I13.BMP
835,3.5455,I13_05_4.bmp,I13.BMP
836,4.4118,I13_06_1.bmp,I13.BMP
837,4.1176,I13_06_2.bmp,I13.BMP
838,3.7419,I13_06_3.bmp,I13.BMP
839,3.2188,I13_06_4.bmp,I13.BMP
840,5.4706,I13_07_1.bmp,I13.BMP
841,4.8485,I13_07_2.bmp,I13.BMP
842,3.3125,I13_07_3.bmp,I13.BMP
843,2.6765,I13_07_4.bmp,I13.BMP
844,4.0909,I13_08_1.bmp,I13.BMP
845,3.5152,I13_08_2.bmp,I13.BMP
846,2.9091,I13_08_3.bmp,I13.BMP
847,2.1563,I13_08_4.bmp,I13.BMP
848,4.6129,I13_09_1.bmp,I13.BMP
849,3.6061,I13_09_2.bmp,I13.BMP
850,2.3939,I13_09_3.bmp,I13.BMP
851,0.6765,I13_09_4.bmp,I13.BMP
852,5.8824,I13_10_1.bmp,I13.BMP
853,5.2424,I13_10_2.bmp,I13.BMP
854,2.9118,I13_10_3.bmp,I13.BMP
855,0.8788,I13_10_4.bmp,I13.BMP
856,5.8182,I13_11_1.bmp,I13.BMP
857,5.0909,I13_11_2.bmp,I13.BMP
858,4.3333,I13_11_3.bmp,I13.BMP
859,2.3939,I13_11_4.bmp,I13.BMP
860,5.9412,I13_12_1.bmp,I13.BMP
861,4.9412,I13_12_2.bmp,I13.BMP
862,5.4706,I13_12_3.bmp,I13.BMP
863,5.2059,I13_12_4.bmp,I13.BMP
864,4.6471,I13_13_1.bmp,I13.BMP
865,5.0588,I13_13_2.bmp,I13.BMP
866,3.8485,I13_13_3.bmp,I13.BMP
867,2.6471,I13_13_4.bmp,I13.BMP
868,6.0909,I13_14_1.bmp,I13.BMP
869,5.5455,I13_14_2.bmp,I13.BMP
870,5.3235,I13_14_3.bmp,I13.BMP
871,4.0,I13_14_4.bmp,I13.BMP
872,2.6563,I13_15_1.bmp,I13.BMP
873,2.8788,I13_15_2.bmp,I13.BMP
874,3.6176,I13_15_3.bmp,I13.BMP
875,3.8485,I13_15_4.bmp,I13.BMP
876,5.9394,I13_16_1.bmp,I13.BMP
877,6.0,I13_16_2.bmp,I13.BMP
878,4.6364,I13_16_3.bmp,I13.BMP
879,4.9394,I13_16_4.bmp,I13.BMP
880,6.7879,I13_17_1.bmp,I13.BMP
881,4.5588,I13_17_2.bmp,I13.BMP
882,6.1765,I13_17_3.bmp,I13.BMP
883,3.3939,I13_17_4.bmp,I13.BMP
884,6.1818,I14_01_1.bmp,I14.BMP
885,4.9688,I14_01_2.bmp,I14.BMP
886,4.9118,I14_01_3.bmp,I14.BMP
887,4.1515,I14_01_4.bmp,I14.BMP
888,6.2813,I14_02_1.bmp,I14.BMP
889,5.8235,I14_02_2.bmp,I14.BMP
890,5.7647,I14_02_3.bmp,I14.BMP
891,5.2647,I14_02_4.bmp,I14.BMP
892,4.9412,I14_03_1.bmp,I14.BMP
893,4.1471,I14_03_2.bmp,I14.BMP
894,3.8529,I14_03_3.bmp,I14.BMP
895,3.1471,I14_03_4.bmp,I14.BMP
896,6.1515,I14_04_1.bmp,I14.BMP
897,5.8235,I14_04_2.bmp,I14.BMP
898,5.303,I14_04_3.bmp,I14.BMP
899,4.4848,I14_04_4.bmp,I14.BMP
900,5.8529,I14_05_1.bmp,I14.BMP
901,5.3529,I14_05_2.bmp,I14.BMP
902,4.5588,I14_05_3.bmp,I14.BMP
903,3.5313,I14_05_4.bmp,I14.BMP
904,4.9375,I14_06_1.bmp,I14.BMP
905,4.4848,I14_06_2.bmp,I14.BMP
906,4.0909,I14_06_3.bmp,I14.BMP
907,3.697,I14_06_4.bmp,I14.BMP
908,5.4545,I14_07_1.bmp,I14.BMP
909,4.697,I14_07_2.bmp,I14.BMP
910,3.7879,I14_07_3.bmp,I14.BMP
911,3.0294,I14_07_4.bmp,I14.BMP
912,4.9412,I14_08_1.bmp,I14.BMP
913,3.7647,I14_08_2.bmp,I14.BMP
914,2.7647,I14_08_3.bmp,I14.BMP
915,1.9063,I14_08_4.bmp,I14.BMP
916,6.2941,I14_09_1.bmp,I14.BMP
917,5.0,I14_09_2.bmp,I14.BMP
918,3.0882,I14_09_3.bmp,I14.BMP
919,1.5294,I14_09_4.bmp,I14.BMP
920,5.6667,I14_10_1.bmp,I14.BMP
921,5.0606,I14_10_2.bmp,I14.BMP
922,3.25,I14_10_3.bmp,I14.BMP
923,1.6471,I14_10_4.bmp,I14.BMP
924,5.5758,I14_11_1.bmp,I14.BMP
925,4.5152,I14_11_2.bmp,I14.BMP
926,3.0588,I14_11_3.bmp,I14.BMP
927,0.9394,I14_11_4.bmp,I14.BMP
928,6.0882,I14_12_1.bmp,I14.BMP
929,4.4412,I14_12_2.bmp,I14.BMP
930,4.0,I14_12_3.bmp,I14.BMP
931,3.2121,I14_12_4.bmp,I14.BMP
932,4.9375,I14_13_1.bmp,I14.BMP
933,4.0606,I14_13_2.bmp,I14.BMP
934,3.6176,I14_13_3.bmp,I14.BMP
935,2.1515,I14_13_4.bmp,I14.BMP
936,6.1176,I14_14_1.bmp,I14.BMP
937,4.7879,I14_14_2.bmp,I14.BMP
938,4.2424,I14_14_3.bmp,I14.BMP
939,3.3824,I14_14_4.bmp,I14.BMP
940,2.375,I14_15_1.bmp,I14.BMP
941,3.1765,I14_15_2.bmp,I14.BMP
942,3.7813,I14_15_3.bmp,I14.BMP
943,4.6667,I14_15_4.bmp,I14.BMP
944,6.1515,I14_16_1.bmp,I14.BMP
945,6.2424,I14_16_2.bmp,I14.BMP
946,5.7273,I14_16_3.bmp,I14.BMP
947,5.2121,I14_16_4.bmp,I14.BMP
948,6.9706,I14_17_1.bmp,I14.BMP
949,4.8485,I14_17_2.bmp,I14.BMP
950,7.2941,I14_17_3.bmp,I14.BMP
951,3.9063,I14_17_4.bmp,I14.BMP
952,5.4857,I15_01_1.bmp,I15.BMP
953,5.1714,I15_01_2.bmp,I15.BMP
954,4.5429,I15_01_3.bmp,I15.BMP
955,4.25,I15_01_4.bmp,I15.BMP
956,6.2059,I15_02_1.bmp,I15.BMP
957,5.8235,I15_02_2.bmp,I15.BMP
958,5.2286,I15_02_3.bmp,I15.BMP
959,4.6667,I15_02_4.bmp,I15.BMP
960,4.5,I15_03_1.bmp,I15.BMP
961,3.9429,I15_03_2.bmp,I15.BMP
962,3.3611,I15_03_3.bmp,I15.BMP
963,2.8611,I15_03_4.bmp,I15.BMP
964,6.3889,I15_04_1.bmp,I15.BMP
965,6.3889,I15_04_2.bmp,I15.BMP
966,5.8857,I15_04_3.bmp,I15.BMP
967,5.4857,I15_04_4.bmp,I15.BMP
968,6.4722,I15_05_1.bmp,I15.BMP
969,5.6111,I15_05_2.bmp,I15.BMP
970,4.8056,I15_05_3.bmp,I15.BMP
971,3.6944,I15_05_4.bmp,I15.BMP
972,4.6857,I15_06_1.bmp,I15.BMP
973,4.2647,I15_06_2.bmp,I15.BMP
974,3.8286,I15_06_3.bmp,I15.BMP
975,3.3611,I15_06_4.bmp,I15.BMP
976,4.1143,I15_07_1.bmp,I15.BMP
977,3.9714,I15_07_2.bmp,I15.BMP
978,3.1389,I15_07_3.bmp,I15.BMP
979,2.6944,I15_07_4.bmp,I15.BMP
980,6.1389,I15_08_1.bmp,I15.BMP
981,5.1176,I15_08_2.bmp,I15.BMP
982,4.4722,I15_08_3.bmp,I15.BMP
983,3.6857,I15_08_4.bmp,I15.BMP
984,5.8571,I15_09_1.bmp,I15.BMP
985,5.1714,I15_09_2.bmp,I15.BMP
986,3.9118,I15_09_3.bmp,I15.BMP
987,2.4286,I15_09_4.bmp,I15.BMP
988,6.2857,I15_10_1.bmp,I15.BMP
989,5.1143,I15_10_2.bmp,I15.BMP
990,3.5,I15_10_3.bmp,I15.BMP
991,1.8824,I15_10_4.bmp,I15.BMP
992,4.7222,I15_11_1.bmp,I15.BMP
993,3.0,I15_11_2.bmp,I15.BMP
994,1.8889,I15_11_3.bmp,I15.BMP
995,0.3429,I15_11_4.bmp,I15.BMP
996,5.6571,I15_12_1.bmp,I15.BMP
997,4.3143,I15_12_2.bmp,I15.BMP
998,3.2778,I15_12_3.bmp,I15.BMP
999,2.5714,I15_12_4.bmp,I15.BMP
1000,4.2286,I15_13_1.bmp,I15.BMP
1001,3.4722,I15_13_2.bmp,I15.BMP
1002,2.8333,I15_13_3.bmp,I15.BMP
1003,1.6111,I15_13_4.bmp,I15.BMP
1004,6.2571,I15_14_1.bmp,I15.BMP
1005,6.25,I15_14_2.bmp,I15.BMP
1006,5.0588,I15_14_3.bmp,I15.BMP
1007,3.9706,I15_14_4.bmp,I15.BMP
1008,3.3714,I15_15_1.bmp,I15.BMP
1009,3.6765,I15_15_2.bmp,I15.BMP
1010,4.4857,I15_15_3.bmp,I15.BMP
1011,4.5,I15_15_4.bmp,I15.BMP
1012,6.25,I15_16_1.bmp,I15.BMP
1013,5.5278,I15_16_2.bmp,I15.BMP
1014,5.7778,I15_16_3.bmp,I15.BMP
1015,4.3824,I15_16_4.bmp,I15.BMP
1016,6.5,I15_17_1.bmp,I15.BMP
1017,5.4444,I15_17_2.bmp,I15.BMP
1018,6.5278,I15_17_3.bmp,I15.BMP
1019,4.2222,I15_17_4.bmp,I15.BMP
1020,5.4839,I16_01_1.bmp,I16.BMP
1021,5.5484,I16_01_2.bmp,I16.BMP
1022,4.6774,I16_01_3.bmp,I16.BMP
1023,4.2333,I16_01_4.bmp,I16.BMP
1024,6.0968,I16_02_1.bmp,I16.BMP
1025,5.9667,I16_02_2.bmp,I16.BMP
1026,5.2414,I16_02_3.bmp,I16.BMP
1027,4.8387,I16_02_4.bmp,I16.BMP
1028,4.6452,I16_03_1.bmp,I16.BMP
1029,3.9333,I16_03_2.bmp,I16.BMP
1030,3.4839,I16_03_3.bmp,I16.BMP
1031,3.0,I16_03_4.bmp,I16.BMP
1032,6.1935,I16_04_1.bmp,I16.BMP
1033,5.3333,I16_04_2.bmp,I16.BMP
1034,5.1,I16_04_3.bmp,I16.BMP
1035,4.5333,I16_04_4.bmp,I16.BMP
1036,6.2667,I16_05_1.bmp,I16.BMP
1037,5.4516,I16_05_2.bmp,I16.BMP
1038,4.5806,I16_05_3.bmp,I16.BMP
1039,3.6129,I16_05_4.bmp,I16.BMP
1040,5.0667,I16_06_1.bmp,I16.BMP
1041,4.7097,I16_06_2.bmp,I16.BMP
1042,4.1667,I16_06_3.bmp,I16.BMP
1043,3.9,I16_06_4.bmp,I16.BMP
1044,4.5484,I16_07_1.bmp,I16.BMP
1045,4.0968,I16_07_2.bmp,I16.BMP
1046,3.7333,I16_07_3.bmp,I16.BMP
1047,2.9677,I16_07_4.bmp,I16.BMP
1048,5.4516,I16_08_1.bmp,I16.BMP
1049,4.1613,I16_08_2.bmp,I16.BMP
1050,3.4,I16_08_3.bmp,I16.BMP
1051,2.7,I16_08_4.bmp,I16.BMP
1052,5.871,I16_09_1.bmp,I16.BMP
1053,4.6667,I16_09_2.bmp,I16.BMP
1054,3.2333,I16_09_3.bmp,I16.BMP
1055,2.0,I16_09_4.bmp,I16.BMP
1056,6.2667,I16_10_1.bmp,I16.BMP
1057,5.129,I16_10_2.bmp,I16.BMP
1058,3.0645,I16_10_3.bmp,I16.BMP
1059,2.1333,I16_10_4.bmp,I16.BMP
1060,4.7,I16_11_1.bmp,I16.BMP
1061,2.7097,I16_11_2.bmp,I16.BMP
1062,1.0,I16_11_3.bmp,I16.BMP
1063,0.0,I16_11_4.bmp,I16.BMP
1064,5.9677,I16_12_1.bmp,I16.BMP
1065,4.8276,I16_12_2.bmp,I16.BMP
1066,3.2258,I16_12_3.bmp,I16.BMP
1067,2.4667,I16_12_4.bmp,I16.BMP
1068,4.3667,I16_13_1.bmp,I16.BMP
1069,4.6667,I16_13_2.bmp,I16.BMP
1070,3.0968,I16_13_3.bmp,I16.BMP
1071,3.6667,I16_13_4.bmp,I16.BMP
1072,6.3,I16_14_1.bmp,I16.BMP
1073,6.3103,I16_14_2.bmp,I16.BMP
1074,5.5,I16_14_3.bmp,I16.BMP
1075,4.5862,I16_14_4.bmp,I16.BMP
1076,3.2581,I16_15_1.bmp,I16.BMP
1077,3.4516,I16_15_2.bmp,I16.BMP
1078,4.0968,I16_15_3.bmp,I16.BMP
1079,4.4516,I16_15_4.bmp,I16.BMP
1080,6.1724,I16_16_1.bmp,I16.BMP
1081,5.9677,I16_16_2.bmp,I16.BMP
1082,6.1935,I16_16_3.bmp,I16.BMP
1083,5.0645,I16_16_4.bmp,I16.BMP
1084,7.129,I16_17_1.bmp,I16.BMP
1085,5.0645,I16_17_2.bmp,I16.BMP
1086,6.7742,I16_17_3.bmp,I16.BMP
1087,4.1613,I16_17_4.bmp,I16.BMP
1088,5.6857,I17_01_1.bmp,I17.BMP
1089,5.2222,I17_01_2.bmp,I17.BMP
1090,4.6,I17_01_3.bmp,I17.BMP
1091,4.1429,I17_01_4.bmp,I17.BMP
1092,6.4444,I17_02_1.bmp,I17.BMP
1093,5.8,I17_02_2.bmp,I17.BMP
1094,5.4706,I17_02_3.bmp,I17.BMP
1095,4.9444,I17_02_4.bmp,I17.BMP
1096,4.6286,I17_03_1.bmp,I17.BMP
1097,4.0571,I17_03_2.bmp,I17.BMP
1098,3.6571,I17_03_3.bmp,I17.BMP
1099,3.0,I17_03_4.bmp,I17.BMP
1100,6.0556,I17_04_1.bmp,I17.BMP
1101,5.9143,I17_04_2.bmp,I17.BMP
1102,5.4444,I17_04_3.bmp,I17.BMP
1103,4.5714,I17_04_4.bmp,I17.BMP
1104,6.3333,I17_05_1.bmp,I17.BMP
1105,5.3333,I17_05_2.bmp,I17.BMP
1106,4.9429,I17_05_3.bmp,I17.BMP
1107,3.6667,I17_05_4.bmp,I17.BMP
1108,4.8824,I17_06_1.bmp,I17.BMP
1109,4.4857,I17_06_2.bmp,I17.BMP
1110,3.9143,I17_06_3.bmp,I17.BMP
1111,3.7429,I17_06_4.bmp,I17.BMP
1112,4.75,I17_07_1.bmp,I17.BMP
1113,4.0857,I17_07_2.bmp,I17.BMP
1114,3.2857,I17_07_3.bmp,I17.BMP
1115,2.7429,I17_07_4.bmp,I17.BMP
1116,5.9143,I17_08_1.bmp,I17.BMP
1117,4.8235,I17_08_2.bmp,I17.BMP
1118,3.8788,I17_08_3.bmp,I17.BMP
